,Input Date,Object X ID,OEM Company,Product/Category,Level,Position Title,Hours,Years Exp High,Years Exp Low,Quoted Rate High,Quoted Rate Low,CEP Provided Rate High,CEP Provided Rate Low,Deal Total,Country,City/State,Currency Notes,Document Name,Database Practice
24692,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Application Development,,,10.0,,67.0,,,,China,Shanghai,,,Services
637,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,5.0,0.0,,98.0,100.0,75.0,,USA,,,,Services
638,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,10.0,5.0,,108.0,110.0,85.0,,USA,,,,Services
639,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,20.0,10.0,,123.0,155.0,115.0,,USA,,,,Services
640,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,5.0,0.0,,23.0,27.0,22.0,,India,,,,Services
641,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,10.0,5.0,,26.0,30.0,25.0,,India,,,,Services
642,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,,10.0,,30.0,34.0,29.0,,India,,,,Services
643,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,5.0,0.0,,73.0,85.0,65.0,,Hungary,Budapest,,,Services
644,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,10.0,5.0,,83.0,100.0,70.0,,Hungary,Budapest,,,Services
645,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,,10.0,,95.0,110.0,85.0,,Hungary,Budapest,,,Services
646,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,5.0,0.0,,58.5,,,,China,Shanghai,,,Services
647,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,10.0,5.0,,65.0,,,,China,Shanghai,,,Services
648,2021-03-24,a1t2J000005ONycQAG,,DIA,,Visualization Engineer,,,10.0,,76.0,,,,China,Shanghai,,,Services
23362,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Biztalk Administrator,,,10.0,,30.0,31.0,27.0,,India,,,,Services
23361,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Biztalk Administrator,,10.0,5.0,,28.0,29.0,25.0,,India,,,,Services
23360,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Biztalk Administrator,,5.0,0.0,,26.0,27.0,23.0,,India,,,,Services
23359,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Biztalk Administrator,,20.0,10.0,,96.0,115.0,85.0,,USA,,,,Services
23358,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Biztalk Administrator,,10.0,5.0,,89.0,105.0,85.0,,USA,,,,Services
23356,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Biztalk Architect,,,10.0,,32.0,42.0,30.0,,India,,,,Services
24890,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Analyst,,5.0,0.0,,93.0,95.0,70.0,,USA,,,,Services
5345,2021-03-24,a1t2J000005ONycQAG,,DIA,,Solution Architect,,,10.0,,30.0,40.0,30.0,,India,,,,Services
22834,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Consultant ,,,10.0,,34.0,37.0,31.0,,India,,,,Services
24838,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,5.0,0.0,,63.0,80.0,50.0,,Hungary,Budapest,,,Services
24839,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,10.0,5.0,,74.0,100.0,70.0,,Hungary,Budapest,,,Services
24840,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,,10.0,,85.0,110.0,85.0,,Hungary,Budapest,,,Services
22825,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Lead  ,,,20.0,,253.0,300.0,250.0,,USA,,,,Services
22824,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Lead  ,,20.0,10.0,,230.0,290.0,225.0,,USA,,,,Services
24843,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Architect,,10.0,5.0,,118.0,145.0,115.0,,USA,,,,Services
24844,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Architect,,20.0,10.0,,132.0,175.0,125.0,,USA,,,,Services
24845,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Architect,,10.0,5.0,,28.0,32.0,26.0,,India,,,,Services
24846,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Architect,,,10.0,,34.0,45.0,32.0,,India,,,,Services
24847,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Architect,,10.0,5.0,,74.0,115.0,80.0,,Hungary,Budapest,,,Services
24848,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Architect,,,10.0,,85.0,130.0,95.0,,Hungary,Budapest,,,Services
22823,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Lead  ,,10.0,5.0,,178.0,190.0,155.0,,USA,,,,Services
907,2021-03-24,a1t2J000005ONycQAG,,Commercial,,User Interface Developer,,10.0,5.0,,118.0,125.0,105.0,,USA,,,,Services
908,2021-03-24,a1t2J000005ONycQAG,,Commercial,,User Interface Developer,,20.0,10.0,,128.0,155.0,120.0,,USA,,,,Services
909,2021-03-24,a1t2J000005ONycQAG,,Commercial,,User Interface Developer,,10.0,5.0,,33.0,33.0,27.0,,India,,,,Services
910,2021-03-24,a1t2J000005ONycQAG,,Commercial,,User Interface Developer,,,10.0,,35.0,35.0,29.0,,India,,,,Services
22310,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,,10.0,,95.0,110.0,85.0,,Hungary,Budapest,,,Services
22309,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,10.0,5.0,,75.0,100.0,70.0,,Hungary,Budapest,,,Services
22308,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,5.0,0.0,,70.0,85.0,65.0,,Hungary,Budapest,,,Services
22307,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,,10.0,,30.0,34.0,29.0,,India,,,,Services
22306,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,10.0,5.0,,26.0,30.0,25.0,,India,,,,Services
22305,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,5.0,0.0,,23.0,27.0,22.0,,India,,,,Services
22230,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,20.0,10.0,,95.0,130.0,90.0,,USA,,,,Services
22229,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,10.0,5.0,,80.0,105.0,80.0,,USA,,,,Services
22228,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Engineer,,5.0,0.0,,75.0,100.0,75.0,,USA,,,,Services
22168,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Solution Architect,,,10.0,,128.0,155.0,110.0,,Hungary,Budapest,,,Services
22167,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Solution Architect,,10.0,5.0,,112.0,135.0,95.0,,Hungary,Budapest,,,Services
22166,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Solution Architect,,5.0,0.0,,90.0,100.0,80.0,,Hungary,Budapest,,,Services
22165,2021-03-24,a1t2J000005ONycQAG,,Infra,,Cloud Solution Architect,,,10.0,,35.0,46.0,33.0,,India,,,,Services
24837,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,,10.0,,32.0,34.0,30.0,,India,,,,Services
5346,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Solution Architect,,,10.0,,34.0,45.0,33.0,,India,,,,Services
24836,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,10.0,5.0,,28.0,30.0,26.0,,India,,,,Services
24834,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,20.0,10.0,,123.0,155.0,115.0,,USA,,,,Services
5349,2021-03-24,a1t2J000005ONycQAG,,DIA,,Solution Architect,,10.0,5.0,,74.0,115.0,80.0,,Hungary,Budapest,,,Services
5350,2021-03-24,a1t2J000005ONycQAG,,DIA,,Solution Architect,,,10.0,,85.0,130.0,95.0,,Hungary,Budapest,,,Services
5351,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Solution Architect,,,10.0,,117.0,145.0,100.0,,Hungary,Budapest,,,Services
5353,2021-03-24,a1t2J000005ONycQAG,,DIA,,Solution Architect,,10.0,5.0,,71.5,,,,China,Shanghai,,,Services
5354,2021-03-24,a1t2J000005ONycQAG,,DIA,,Solution Architect,,,10.0,,76.0,,,,China,Shanghai,,,Services
5355,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Solution Architect,,,10.0,,97.0,,,,China,Shanghai,,,Services
22833,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Consultant ,,10.0,5.0,,31.0,34.0,28.0,,India,,,,Services
22832,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Consultant ,,,20.0,,203.0,245.0,200.0,,USA,,,,Services
22831,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Consultant ,,20.0,10.0,,190.0,140.0,185.0,,USA,,,,Services
24814,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Lead,,10.0,5.0,,113.0,125.0,100.0,,USA,,,,Services
24815,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Lead,,20.0,10.0,,128.0,160.0,120.0,,USA,,,,Services
24816,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Lead,,10.0,5.0,,28.0,31.0,26.0,,India,,,,Services
24817,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Lead,,,10.0,,32.0,35.0,30.0,,India,,,,Services
24818,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Lead,,10.0,5.0,,74.0,105.0,70.0,,Hungary,Budapest,,,Services
24819,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Lead,,,10.0,,85.0,110.0,85.0,,Hungary,Budapest,,,Services
24820,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,5.0,0.0,,88.0,95.0,70.0,,USA,,,,Services
24821,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,10.0,5.0,,98.0,105.0,90.0,,USA,,,,Services
24822,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,20.0,10.0,,112.0,125.0,95.0,,USA,,,,Services
24823,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,5.0,0.0,,23.0,25.0,20.0,,India,,,,Services
24824,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,10.0,5.0,,26.0,28.0,23.0,,India,,,,Services
24825,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,,10.0,,30.0,32.0,27.0,,India,,,,Services
24826,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,5.0,0.0,,63.0,75.0,45.0,,Hungary,Budapest,,,Services
24827,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,10.0,5.0,,74.0,90.0,65.0,,Hungary,Budapest,,,Services
24828,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Developer,,,10.0,,84.0,100.0,80.0,,Hungary,Budapest,,,Services
22830,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Consultant ,,10.0,5.0,,161.0,175.0,145.0,,USA,,,,Services
22827,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Lead  ,,,10.0,,34.0,38.0,32.0,,India,,,,Services
22826,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Business Process Lead  ,,10.0,5.0,,31.0,35.0,29.0,,India,,,,Services
24832,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,5.0,0.0,,98.0,100.0,75.0,,USA,,,,Services
24833,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,10.0,5.0,,108.0,110.0,85.0,,USA,,,,Services
24835,2021-03-24,a1t2J000005ONycQAG,,DIA,,Analytics Consultant,,5.0,0.0,,26.0,28.0,24.0,,India,,,,Services
8391,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP IBP Analyst,,10.0,5.0,,65.0,,,,China,Shanghai,,,Services
8369,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Security Analyst,,10.0,5.0,,64.0,,,,China,Shanghai,,,Services
8394,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP Functional Lead,,10.0,5.0,,135.0,140.0,110.0,,USA,,,,Services
11514,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,5.0,0.0,,93.0,100.0,75.0,,USA,,,,Services
2539,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,10.0,5.0,,95.0,120.0,90.0,,USA,,,,Services
2538,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,5.0,0.0,,85.0,110.0,80.0,,USA,,,,Services
15878,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Lead,,5.0,0.0,,79.0,95.0,75.0,,USA,,,,Services
15879,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Lead,,10.0,5.0,,86.0,105.0,80.0,,USA,,,,Services
15880,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Lead,,20.0,10.0,,93.0,130.0,90.0,,USA,,,,Services
3417,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,5.0,0.0,,93.0,110.0,85.0,,USA,,,,Services
3418,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,10.0,5.0,,108.0,125.0,100.0,,USA,,,,Services
3419,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,20.0,10.0,,123.0,149.98499999999999,110.0,,USA,,,,Services
3420,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,5.0,0.0,,25.0,27.0,22.0,,India,,,,Services
3421,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,10.0,5.0,,27.0,29.0,24.0,,India,,,,Services
15881,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Lead,,10.0,5.0,,27.0,28.0,24.0,,India,,,,Services
15882,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Lead,,,10.0,,29.0,30.0,26.0,,India,,,,Services
15883,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Analyst,,5.0,0.0,,78.0,95.0,75.0,,USA,,,,Services
3422,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,,10.0,,32.0,34.0,29.0,,India,,,,Services
3423,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,5.0,0.0,,63.0,85.0,55.0,,Hungary,Budapest,,,Services
3424,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,10.0,5.0,,73.0,100.0,70.0,,Hungary,Budapest,,,Services
3425,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,,10.0,,85.0,110.0,85.0,,Hungary,Budapest,,,Services
3426,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,5.0,0.0,,52.0,,,,China,Shanghai,,,Services
11515,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,10.0,5.0,,108.0,115.0,90.0,,USA,,,,Services
11516,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,20.0,10.0,,123.0,149.98499999999999,110.0,,USA,,,,Services
11517,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,5.0,0.0,,23.0,27.0,22.0,,India,,,,Services
11518,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,10.0,5.0,,26.0,30.0,25.0,,India,,,,Services
11731,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,10.0,5.0,,89.0,110.0,85.0,,USA,,,,Services
11730,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,5.0,0.0,,80.0,100.0,75.0,,USA,,,,Services
11725,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,,10.0,,60.0,,,,China,Shanghai,,,Services
11724,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,10.0,5.0,,60.0,,,,China,Shanghai,,,Services
11723,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,5.0,0.0,,48.0,,,,China,Shanghai,,,Services
11722,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,,10.0,,27.0,32.0,26.0,,India,,,,Services
11721,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,10.0,5.0,,23.5,28.5,22.5,,India,,,,Services
11720,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,5.0,0.0,,22.0,27.0,21.0,,India,,,,Services
11719,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,20.0,10.0,,109.0,140.0,100.0,,USA,,,,Services
3427,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,10.0,5.0,,65.0,,,,China,Shanghai,,,Services
11718,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,10.0,5.0,,89.0,110.0,85.0,,USA,,,,Services
2541,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,10.0,5.0,,60.0,75.0,50.0,,Mexico,,,,Services
2540,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,"Technical Leaders (Camstar & ETQ) , Experience Range",,20.0,10.0,,110.0,145.0,100.0,,USA,,,,Services
11525,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,,10.0,,74.5,,,,China,Shanghai,,,Services
11524,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,10.0,5.0,,63.5,,,,China,Shanghai,,,Services
11523,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,5.0,0.0,,52.0,,,,China,Shanghai,,,Services
11522,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,,10.0,,76.0,110.0,85.0,,Hungary,Budapest,,,Services
11521,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,10.0,5.0,,73.0,100.0,70.0,,Hungary,Budapest,,,Services
11520,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,5.0,0.0,,63.0,80.0,50.0,,Hungary,Budapest,,,Services
11519,2021-03-24,a1t2J000005ONycQAG,,DIA,,Platform Administration Engineer,,,10.0,,30.0,34.0,29.0,,India,,,,Services
11717,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Support Analyst,,5.0,0.0,,80.0,100.0,75.0,,USA,,,,Services
3428,2021-03-24,a1t2J000005ONycQAG,,DIA,,Systems Administration Engineer (Power BI/Tableau),,,10.0,,74.0,,,,China,Shanghai,,,Services
15884,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Analyst,,10.0,5.0,,85.0,105.0,80.0,,USA,,,,Services
15885,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Analyst,,20.0,10.0,,92.0,130.0,90.0,,USA,,,,Services
16104,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Developer,,5.0,0.0,,98.0,100.0,80.0,,USA,,,,Services
10276,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,,10.0,,88.0,,,,China,Shanghai,,,Services
10275,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,,10.0,,100.0,135.0,95.0,,Hungary,Budapest,,,Services
10274,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,,10.0,,34.0,36.0,31.0,,India,,,,Services
10273,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,10.0,5.0,,27.0,29.0,24.0,,India,,,,Services
8392,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,SAP IBP Analyst,,,10.0,,76.5,,,,China,Shanghai,,,Services
10271,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,20.0,10.0,,115.0,175.0,115.0,,USA,,,,Services
10270,2021-03-24,a1t2J000005ONycQAG,,Manufacturing,,Project Leader / SDM,,10.0,5.0,,100.0,135.0,95.0,,USA,,,,Services
16105,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Developer,,10.0,5.0,,103.0,105.0,85.0,,USA,,,,Services
16103,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Technical Lead,,,10.0,,39.0,40.0,33.0,,India,,,,Services
10210,2021-03-24,a1t2J000005ONycQAG,,DIA,,Project Manager,,,10.0,,76.0,,,,China,Shanghai,,,Services
10208,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,Project Manager,,,10.0,,60.0,,,,China,Shanghai,,,Services
10190,2021-03-24,a1t2J000005ONycQAG,,DIA,,Project Manager,,,10.0,,85.0,110.0,90.0,,Hungary,Budapest,,,Services
10189,2021-03-24,a1t2J000005ONycQAG,,DIA,,Project Manager,,10.0,5.0,,74.0,110.0,75.0,,Hungary,Budapest,,,Services
16106,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Developer,,20.0,10.0,,108.0,140.0,105.0,,USA,,,,Services
10186,2021-03-24,a1t2J000005ONycQAG,,DIA,,Project Manager,,,10.0,,33.0,40.0,28.0,,India,,,,Services
10185,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,Project Manager,,,10.0,,33.0,40.0,28.0,,India,,,,Services
10184,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,Project Manager,,,10.0,,31.0,40.0,28.0,,India,,,,Services
16107,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Developer,,5.0,0.0,,29.0,27.0,23.0,,India,,,,Services
16108,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Developer,,10.0,5.0,,31.0,29.0,25.0,,India,,,,Services
10209,2021-03-24,a1t2J000005ONycQAG,,SAP Tech,,Project Manager,,,10.0,,76.0,,,,China,Shanghai,,,Services
11732,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,20.0,10.0,,109.0,140.0,100.0,,USA,,,,Services
16102,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Technical Lead,,10.0,5.0,,34.0,35.0,28.0,,India,,,,Services
10646,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,20.0,10.0,,230.0,290.0,225.0,,USA,,,,Services
15886,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Analyst,,5.0,0.0,,25.0,27.0,22.0,,India,,,,Services
15887,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Analyst,,10.0,5.0,,27.0,29.0,24.0,,India,,,,Services
15888,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Support Analyst,,,10.0,,29.0,31.0,26.0,,India,,,,Services
15889,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Project Manager,,10.0,5.0,,89.0,125.0,90.0,,USA,,,,Services
15890,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Project Manager,,20.0,10.0,,98.0,149.98499999999999,100.0,,USA,,,,Services
15891,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Project Manager,,10.0,5.0,,28.0,32.0,26.0,,India,,,,Services
15892,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Project Manager,,,10.0,,30.0,34.0,28.0,,India,,,,Services
15893,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Developers,,5.0,0.0,,79.0,95.0,75.0,,USA,,,,Services
15894,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Developers,,10.0,5.0,,86.0,105.0,80.0,,USA,,,,Services
10632,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,10.0,5.0,,178.0,200.0,165.0,,USA,,,,Services
10741,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,,10.0,,35.0,33.0,29.0,,India,,,,Services
10681,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,,10.0,,115.0,,,,South Korea,,,,Services
10680,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,10.0,5.0,,95.0,,,,South Korea,,,,Services
15895,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Developers,,20.0,10.0,,93.0,135.0,95.0,,USA,,,,Services
15896,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Developers,,5.0,0.0,,25.0,27.0,22.0,,India,,,,Services
15897,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Developers,,10.0,5.0,,27.0,29.0,24.0,,India,,,,Services
15898,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,Informatica Developers,,,10.0,,29.0,31.0,26.0,,India,,,,Services
16100,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Technical Lead,,10.0,5.0,,123.0,140.0,110.0,,USA,,,,Services
16101,2021-03-24,a1t2J000005ONycQAG,,Commercial,,Hybris Technical Lead,,20.0,10.0,,133.0,180.0,130.0,,USA,,,,Services
10651,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,,20.0,,253.0,300.0,250.0,,USA,,,,Services
10740,2021-03-24,a1t2J000005ONycQAG,,SAP Consulting,,Program Manager,,10.0,5.0,,31.0,29.0,25.0,,India,,,,Services
11733,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,5.0,0.0,,22.0,27.0,22.0,,India,,,,Services
11734,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,10.0,5.0,,23.5,28.5,23.5,,India,,,,Services
11735,2021-03-24,a1t2J000005ONycQAG,,PeopleSoft,,PeopleSoft Functional Analyst,,,10.0,,27.0,32.0,27.0,,India,,,,Services
12996,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Administrator,,5.0,0.0,,98.0,100.0,80.0,,USA,,,,Services
12995,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Architect,,,10.0,,39.0,43.0,32.0,,India,,,,Services
12994,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Architect,,10.0,5.0,,35.0,35.0,28.0,,India,,,,Services
12993,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Architect,,20.0,10.0,,138.0,175.0,125.0,,USA,,,,Services
12992,2021-03-24,a1t2J000005ONycQAG,,Additional Skills,,MuleSoft Architect,,10.0,5.0,,123.0,145.0,115.0,,USA,,,,Services
